time,open,high,low,close,volume,spread,real_volume
2018-12-06,3696.88,3819.8,3524.76,3570.34,27632,4801,0
2018-12-07,3570.44,3596.41,3187.23,3344.63,34252,4801,0
2018-12-10,3500.5,3564.52,3331.0,3373.29,28558,4801,0
2018-12-11,3373.3,3403.67,3268.65,3347.27,26097,4801,0
2018-12-12,3347.27,3463.27,3301.7,3416.38,22976,4801,0
2018-12-13,3417.25,3418.95,3199.0,3230.95,21505,4801,0
2018-12-14,3230.95,3269.36,3111.0,3133.13,21613,4801,0
2018-12-17,3179.77,3561.71,3156.0,3467.65,22458,4801,0
2018-12-18,3467.26,3550.12,3407.99,3509.44,25554,4801,0
2018-12-19,3509.44,3900.0,3496.03,3638.97,30821,4801,0
2018-12-20,3639.52,4147.96,3634.21,3964.22,32382,4801,0
2018-12-21,3968.7,4136.36,3746.0,3825.04,33836,4801,0
2018-12-24,3921.32,4212.38,3883.0,4061.0,18705,4801,0
2018-12-26,3754.56,3797.58,3656.87,3750.82,15880,4801,0
2018-12-27,3750.82,3817.15,3544.35,3559.21,26950,4801,0
2018-12-28,3559.21,3942.58,3541.0,3865.16,26219,4801,0
2018-12-31,3792.63,3821.51,3682.0,3729.18,12975,4801,0
2019-01-02,3757.87,3875.73,3753.86,3861.83,15255,4801,0
2019-01-03,3861.83,3890.43,3736.0,3767.3,19845,4801,0
2019-01-04,3767.3,3826.0,3708.38,3806.99,24331,4801,0
2019-01-07,4006.0,4045.0,3942.11,3981.0,20346,4801,0
2019-01-08,3981.0,4085.2,3918.19,3971.62,22070,4801,0
2019-01-09,3971.63,4023.0,3924.44,3977.51,21625,4801,0
2019-01-10,3975.29,4011.61,3489.92,3606.09,24700,4801,0
2019-01-11,3606.09,3672.53,3561.23,3623.3,19116,4801,0
2019-01-14,3490.93,3686.67,3471.38,3637.67,16634,4801,0
2019-01-15,3637.67,3663.03,3516.03,3544.34,14463,4801,0
2019-01-16,3544.34,3642.88,3541.54,3579.07,17817,4801,0
2019-01-17,3579.07,3634.37,3511.47,3599.63,14827,4801,0
2019-01-18,3599.63,3626.96,3553.0,3589.21,11579,4801,0
2019-01-21,3516.27,3549.28,3481.38,3497.12,13118,4801,0
2019-01-22,3497.12,3591.0,3391.93,3549.59,14183,4801,0
2019-01-23,3549.59,3591.8,3494.86,3517.22,11559,4801,0
2019-01-24,3517.22,3572.45,3499.84,3546.1,10680,4801,0
2019-01-25,3546.1,3554.7,3487.0,3533.9,12378,4801,0
2019-01-28,3516.97,3518.92,3333.3,3391.0,16794,4800,0
2019-01-29,3392.04,3421.0,3313.5,3376.74,19295,4800,0
2019-01-30,3376.74,3437.05,3348.34,3407.63,11982,4801,0
2019-01-31,3407.63,3450.21,3368.6,3391.54,10676,4801,0
2019-02-01,3392.81,3434.9,3343.0,3423.82,14070,4801,0
2019-02-04,3370.6,3415.46,3366.14,3393.15,9312,4801,0
2019-02-05,3393.15,3410.04,3372.0,3397.06,7799,4801,0
2019-02-06,3396.52,3421.73,3304.7,3341.27,9729,4801,0
2019-02-07,3341.27,3359.25,3326.0,3334.67,8858,4801,0
2019-02-08,3334.67,3686.1,3314.86,3573.53,16994,4801,0
2019-02-11,3581.9,3634.0,3553.98,3567.56,12548,4801,0
2019-02-12,3567.56,3595.03,3524.28,3553.3,13692,4801,0
2019-02-13,3553.3,3605.81,3520.23,3546.9,12688,4801,0
2019-02-14,3546.9,3566.01,3507.01,3545.21,10102,4801,0
2019-02-15,3545.21,3596.0,3520.5,3539.95,10750,4801,0
2019-02-18,3562.12,3891.15,3561.98,3827.98,23213,4801,0
2019-02-19,3827.98,3949.95,3805.25,3865.37,20614,4801,0
2019-02-20,3864.9,3943.52,3837.49,3886.94,16488,4801,0
2019-02-21,3886.95,3965.46,3842.15,3874.0,13798,4801,0
2019-02-22,3874.0,3933.0,3859.39,3915.94,14142,4801,0
2019-02-25,3759.47,3836.0,3702.41,3780.45,16712,4801,0
2019-02-26,3781.52,3806.0,3735.64,3765.4,11803,4801,0
2019-02-27,3765.4,3798.22,3634.19,3724.91,11359,4801,0
2019-02-28,3724.07,3863.93,3712.47,3774.44,16174,4801,0
2019-03-01,3774.44,3820.94,3759.57,3803.3,10032,4801,0
2019-03-04,3765.39,3782.9,3646.0,3675.15,14267,4801,0
2019-03-05,3675.15,3846.49,3656.02,3808.04,13373,4801,0
2019-03-06,3808.04,3870.23,3784.21,3820.58,13396,4801,0
2019-03-07,3820.58,3867.0,3802.49,3847.0,14635,4801,0
2019-03-08,3847.0,3898.0,3819.59,3849.28,12361,4801,0
2019-03-11,3868.14,3888.84,3788.64,3825.3,12384,4801,0
2019-03-12,3825.4,3853.07,3767.07,3839.45,12423,4801,0
2019-03-13,3839.45,3849.34,3796.0,3818.25,8856,4801,0
2019-03-14,3818.25,3876.12,3751.01,3830.07,10048,4801,0
2019-03-15,3830.07,3884.77,3819.09,3872.8,9405,4801,0
2019-03-18,3951.1,3992.51,3905.83,3945.78,11888,4801,0
2019-03-19,3945.78,3988.63,3923.15,3962.63,12599,4801,0
2019-03-20,3962.63,3997.01,3938.6,3982.13,14941,4801,0
2019-03-21,3982.25,4031.34,3895.5,3953.5,14393,4801,0
2019-03-22,3953.5,3976.81,3934.76,3952.42,9092,4801,0
2019-03-25,3937.42,3955.68,3826.9,3861.08,12346,4801,0
2019-03-26,3861.08,3911.08,3855.5,3882.66,11839,4801,0
2019-03-27,3882.66,4011.4,3882.56,3984.87,16425,4801,0
2019-03-28,3984.87,4013.0,3968.6,3983.3,9660,4801,0
2019-03-29,3984.17,4077.71,3979.89,4049.95,14027,4801,0
2019-04-01,4068.03,4124.92,4027.11,4101.1,12094,4801,0
2019-04-02,4101.1,5052.0,4099.69,4777.27,26129,4801,0
2019-04-03,4777.3,5295.15,4746.04,5272.61,26526,4801,0
2019-04-04,5274.15,5320.99,4754.5,4825.94,31559,4801,0
2019-04-05,4825.94,5042.0,4813.58,4975.44,24006,4801,0
2019-04-08,5117.02,5321.17,5103.53,5226.96,28973,4801,0
2019-04-09,5226.97,5293.54,5112.01,5196.01,21320,4801,0
2019-04-10,5196.01,5441.15,5130.66,5281.51,17022,4801,0
2019-04-11,5276.29,5318.9,4945.2,5028.69,26290,4801,0
2019-04-12,5028.69,5096.75,4888.0,5015.41,17767,4801,0
2019-04-15,5062.71,5167.54,4923.0,4996.3,13559,4801,0
2019-04-16,4996.75,5207.96,4982.74,5160.91,13214,4801,0
2019-04-17,5160.91,5244.85,5146.01,5195.78,13659,4801,0
2019-04-18,5195.78,5301.0,5176.9,5284.57,12770,4801,0
2019-04-19,5284.57,5331.16,5162.84,5243.82,11583,4801,0
2019-04-22,5209.52,5414.83,5209.52,5341.0,12080,4801,0
2019-04-23,5341.0,5597.84,5333.41,5556.13,14483,4801,0
2019-04-24,5556.13,5599.3,5348.53,5411.15,17526,4800,0
2019-04-25,5411.2,5485.37,5349.47,5471.47,13983,4801,0
2019-04-26,5471.47,5475.37,4966.9,5070.1,25695,4801,0
2019-04-29,5099.61,5167.96,5047.58,5106.12,12910,4801,0
2019-04-30,5104.96,5261.3,5072.97,5212.46,15567,4801,0
2019-05-01,5212.46,5333.85,5210.89,5280.2,12276,4801,0
2019-05-02,5280.37,5396.28,5260.09,5378.98,12253,4801,0
2019-05-03,5379.23,5771.45,5338.83,5665.35,23553,4801,0
2019-05-06,5740.54,5757.65,5538.44,5669.33,18783,4801,0
2019-05-07,5668.74,5946.0,5650.53,5824.0,21278,4801,0
2019-05-08,5824.0,5887.69,5637.49,5874.64,17638,4801,0
2019-05-09,5874.64,6073.01,5819.32,6056.17,18923,4801,0
2019-05-10,6056.17,6401.6,6050.8,6247.89,23439,4801,0
2019-05-13,7144.57,7952.48,6836.47,7837.98,40036,4801,0
2019-05-14,7837.99,8303.37,7418.0,7686.94,42608,4801,0
2019-05-15,7686.94,8238.0,7594.99,8140.8,35236,4801,0
2019-05-16,8140.81,8360.54,7652.27,7656.13,34461,4801,0
2019-05-17,7653.11,7934.64,6210.5,7088.54,39377,4801,0
2019-05-20,7998.58,8274.8,7557.03,7976.75,34666,4801,0
2019-05-21,7976.86,8125.9,7658.65,8062.67,34446,4801,0
2019-05-22,8062.67,8087.75,7671.46,7804.36,28753,4801,0
2019-05-23,7803.25,7856.03,7444.31,7851.32,30563,4801,0
2019-05-24,7851.32,8164.87,7769.81,8082.51,26946,4801,0
2019-05-27,8555.07,8913.31,8503.0,8729.38,31825,4801,0
2019-05-28,8729.38,8828.88,8520.27,8661.54,26488,4801,0
2019-05-29,8662.32,8721.38,8397.12,8604.41,23467,4801,0
2019-05-30,8604.41,9054.0,8359.0,8416.52,21940,8101,0
2019-05-31,8416.52,8474.2,7959.0,8468.37,28975,8101,0
2019-06-03,8646.72,8723.19,8278.63,8509.76,22165,8101,0
2019-06-04,8509.8,8519.19,7464.69,7604.86,30738,8101,0
2019-06-05,7604.86,7883.48,7391.84,7689.98,24646,8101,0
2019-06-06,7689.98,7831.07,7412.63,7641.04,24951,8101,0
2019-06-07,7641.25,8092.0,7637.8,7913.32,24370,8101,0
2019-06-10,7671.12,8036.0,7470.08,7904.74,20692,8101,0
2019-06-11,7904.74,8011.47,7671.02,7890.5,18619,8101,0
2019-06-12,7890.5,8223.89,7777.29,8079.16,18911,8101,0
2019-06-13,8079.19,8255.0,8008.22,8218.1,16367,8101,0
2019-06-14,8218.1,8432.03,8133.03,8409.12,16366,8101,0
2019-06-17,8889.3,9383.0,8876.32,9226.97,26093,8101,0
2019-06-18,9226.97,9436.27,8887.58,9080.97,26537,8101,0
2019-06-19,9080.97,9167.24,8899.35,9123.38,21018,8101,0
2019-06-20,9123.38,9558.0,9091.14,9516.07,21683,8101,0
2019-06-21,9516.9,9917.49,9421.71,9868.5,23316,8101,0
2019-06-24,10986.28,11206.61,10510.51,10809.13,30429,8101,0
2019-06-25,10808.66,11427.56,10805.54,11318.5,29041,8101,0
2019-06-26,11318.41,13809.57,11318.35,12684.0,37870,8101,0
2019-06-27,12684.02,13304.18,10237.0,10605.76,44340,8101,0
2019-06-28,10608.96,12331.57,10295.0,12151.28,40313,12601,0
2019-07-01,11317.03,11357.0,9907.0,10410.99,38935,12601,0
2019-07-02,10410.89,10877.0,9588.88,10635.7,38912,12601,0
2019-07-03,10635.7,11508.32,10530.4,11317.03,40224,12601,0
2019-07-04,11317.03,11987.44,11247.74,11647.8,30979,12601,0
2019-07-05,11647.8,11682.1,10704.0,10990.44,35414,12601,0
2019-07-08,11437.7,12237.0,11269.19,12143.28,30790,12601,0
2019-07-09,12134.65,12767.0,11968.85,12342.11,34903,12601,0
2019-07-10,12342.11,13131.21,11555.7,11710.46,33757,12601,0
2019-07-11,11712.27,12135.0,10907.26,11073.99,36076,12601,0
2019-07-12,11075.4,11851.26,10978.2,11821.0,30135,12601,0
2019-07-15,10564.38,10887.41,9792.0,10752.34,34775,12601,0
2019-07-16,10752.44,11016.92,9404.57,9535.75,32722,12601,0
2019-07-17,9527.63,9927.75,9011.11,9619.88,33892,12601,0
2019-07-18,9619.88,10685.97,9217.33,10553.98,31788,12601,0
2019-07-19,10553.98,10728.89,10039.58,10435.19,31884,12601,0
2019-07-22,10431.09,10624.97,10005.67,10254.36,21524,12601,0
2019-07-23,10254.36,10320.9,9797.0,10073.7,24000,12601,0
2019-07-24,10072.95,10083.0,9451.96,9601.25,23120,12601,0
2019-07-25,9601.25,10116.38,9591.59,9807.44,23115,12348,0
2019-07-26,9807.44,9881.0,9587.0,9776.02,18560,12601,0
2019-07-29,9441.27,9659.46,9048.03,9442.94,21000,12601,0
2019-07-30,9442.94,9698.02,9310.48,9475.43,19934,12601,0
2019-07-31,9475.43,10067.0,9451.96,9958.67,23501,12601,0
2019-08-01,9958.67,10436.62,9815.09,10348.94,23358,12601,0
2019-08-02,10348.94,10606.99,10255.47,10333.0,26740,12601,0
2019-08-05,10879.25,11887.47,10704.73,11655.67,28540,12601,0
2019-08-06,11655.72,12257.3,11437.0,11581.69,24751,12601,0
2019-08-07,11581.69,12077.96,11137.0,11802.6,27789,12601,0
2019-08-08,11796.55,12003.71,11389.9,11528.14,27266,12601,0
2019-08-09,11528.14,11989.3,11519.97,11788.51,26093,12601,0
2019-08-12,11348.12,11520.63,11131.09,11348.76,22895,12601,0
2019-08-13,11348.76,11380.11,10675.57,10807.67,19841,12601,0
2019-08-14,10802.54,10825.85,9963.74,10091.32,25954,12601,0
2019-08-15,10092.71,10333.26,9404.57,10302.7,29595,12601,0
2019-08-16,10302.8,10476.91,9673.96,10323.61,30008,12601,0
2019-08-19,10295.0,10764.83,10203.88,10607.45,20610,12601,0
2019-08-20,10607.46,10892.0,10496.11,10640.52,21190,12601,0
2019-08-21,10640.52,10778.91,9790.45,10087.0,23620,12601,0
2019-08-22,10087.0,10171.6,9692.53,10117.0,24832,12601,0
2019-08-23,10117.0,10405.69,9988.0,10282.66,20417,12601,0
2019-08-26,9932.16,10585.0,9844.86,10198.42,25091,12601,0
2019-08-27,10198.42,10331.81,9957.0,10078.45,22091,12601,0
2019-08-28,10078.45,10212.97,9492.0,9603.18,21346,12601,0
2019-08-29,9603.18,9681.27,9257.0,9461.01,20232,12601,0
2019-08-30,9457.21,9635.84,9287.1,9562.15,20261,12601,0
2019-09-02,9570.57,10399.95,9567.6,10345.02,18259,12601,0
2019-09-03,10345.02,10718.57,10223.0,10643.0,19933,12601,0
2019-09-04,10643.0,10768.59,10315.7,10564.28,20749,12601,0
2019-09-05,10565.49,10629.11,10398.97,10451.71,20359,12601,0
2019-09-06,10451.71,10879.91,10141.03,10292.39,22594,12601,0
2019-09-09,10309.79,10477.95,9997.0,10172.45,18779,12601,0
2019-09-10,10172.45,10322.76,9848.0,9980.45,18971,12601,0
2019-09-11,9980.45,10177.16,9792.11,10033.84,19667,12601,0
2019-09-12,10033.84,10310.84,9964.61,10264.0,16742,12601,0
2019-09-13,10264.0,10401.8,10090.15,10191.72,19286,12601,0
2019-09-16,10207.82,10314.7,10008.43,10152.91,15967,12601,0
2019-09-17,10152.91,10306.67,10067.59,10185.0,15861,12601,0
2019-09-18,10185.0,10201.17,10017.0,10126.97,15397,12601,0
2019-09-19,10126.97,10315.72,9537.0,10195.41,16688,12601,0
2019-09-20,10195.41,10244.96,9993.24,10068.74,16154,12601,0
2019-09-23,9939.88,10017.0,9623.4,9699.27,18507,12601,0
2019-09-24,9699.23,9745.53,7935.0,8501.39,28357,12601,0
2019-09-25,8501.39,8737.56,8152.28,8437.98,30119,12601,0
2019-09-26,8437.98,8584.5,7668.58,8025.33,25406,12601,0
2019-09-27,8025.4,8064.83,7800.0,7999.49,27625,12601,0
2019-09-30,7950.49,8303.37,7651.7,8170.86,24978,12601,0
2019-10-01,8170.86,8467.33,8123.0,8303.98,26006,12601,0
2019-10-02,8303.87,8352.0,8107.71,8163.82,21972,12601,0
2019-10-03,8163.92,8351.33,8009.11,8080.26,18354,12601,0
2019-10-04,8080.26,8232.58,7930.63,8109.97,21770,12601,0
2019-10-07,7841.58,8247.96,7699.28,8150.76,25732,12601,0
2019-10-08,8150.76,8277.0,8046.74,8062.11,24946,12601,0
2019-10-09,8062.11,8637.0,8051.26,8521.71,27492,12601,0
2019-10-10,8524.12,8597.29,8387.61,8516.18,22967,12601,0
2019-10-11,8516.5,8755.16,8219.6,8274.28,27986,12601,0
2019-10-14,8199.17,8347.85,8152.41,8275.49,20379,12601,0
2019-10-15,8272.84,8356.23,8023.24,8075.97,21361,12601,0
2019-10-16,8075.97,8112.6,7847.0,7926.01,17171,12601,0
2019-10-17,7926.01,8066.37,7873.71,7977.0,15896,12601,0
2019-10-18,7977.0,8056.5,7748.62,7882.11,18263,12601,0
2019-10-21,8158.9,8282.54,8092.5,8140.23,17255,12601,0
2019-10-22,8140.23,8250.72,7986.22,8059.59,15107,12601,0
2019-10-23,8059.59,8059.59,7229.0,7424.69,22095,12601,0
2019-10-24,7424.69,7447.24,7293.01,7390.03,21569,12601,0
2019-10-25,7390.03,8714.0,7327.19,8517.0,23620,12601,0
2019-10-27,9560.66,9654.4,9451.96,9566.4,1240,12601,0
2019-10-28,9569.3,9874.42,9195.06,9404.51,32598,12601,0
2019-10-29,9404.51,9499.6,8988.48,9353.5,29010,12601,0
2019-10-30,9353.5,9404.88,8922.25,9087.1,27367,12601,0
2019-10-31,9087.1,9371.53,8898.53,9066.39,22772,12601,0
2019-11-01,9068.13,9239.75,8989.19,9141.28,19637,12601,0
2019-11-04,9087.0,9516.48,9059.3,9371.42,17922,12601,0
2019-11-05,9371.42,9418.09,9102.2,9282.0,21524,12601,0
2019-11-06,9282.0,9383.84,9189.13,9251.71,18081,12601,0
2019-11-07,9251.72,9308.13,9017.0,9141.52,18494,12601,0
2019-11-08,9142.65,9190.31,8598.0,8794.06,24890,12601,0
2019-11-11,8975.32,9032.85,8530.6,8666.41,21066,12601,0
2019-11-12,8666.74,8802.56,8486.0,8697.0,19878,12601,0
2019-11-13,8697.0,8765.13,8636.48,8685.01,18517,12601,0
2019-11-14,8685.01,8720.0,8489.32,8582.99,17896,12601,0
2019-11-15,8582.99,8731.75,8300.0,8382.01,19895,12601,0
2019-11-18,8486.0,8486.0,7947.7,8154.29,17814,12601,0
2019-11-19,8152.47,8159.46,7926.15,8042.0,19893,12601,0
2019-11-20,8042.0,8168.04,7959.21,8019.83,15809,12601,0
2019-11-21,8019.83,8053.92,7331.09,7524.09,16419,12601,0
2019-11-22,7521.56,7649.54,6722.74,7267.79,29469,12601,0
2019-11-25,6975.63,7316.81,6455.53,7140.45,34665,12601,0
2019-11-26,7140.45,7276.04,6955.78,7045.71,27561,12601,0
2019-11-27,7045.71,7612.0,6784.1,7483.12,36119,12600,0
2019-11-28,7483.12,7595.31,7358.57,7497.47,30037,12601,0
2019-11-29,7497.47,7806.0,7307.64,7652.86,35797,12601,0
2019-12-02,7309.45,7391.58,7082.67,7254.7,38386,12601,0
2019-12-03,7254.0,7349.19,7173.02,7261.98,29919,12601,0
2019-12-04,7261.98,7701.92,7024.09,7116.67,41347,12601,0
2019-12-05,7116.67,7434.02,7087.02,7313.53,40713,12601,0
2019-12-06,7313.53,7541.18,7242.0,7404.24,38419,12601,0
2019-12-09,7479.58,7595.22,7205.03,7286.61,28949,12601,0
2019-12-10,7288.83,7328.73,7087.23,7154.06,26426,12601,0
2019-12-11,7154.06,7206.99,7059.28,7128.62,19585,12601,0
2019-12-12,7128.62,7231.44,7007.0,7131.57,24782,12601,0
2019-12-13,7131.57,7237.84,7113.9,7172.47,15995,12601,0
2019-12-16,7054.74,7078.12,6755.52,6808.02,23926,12601,0
2019-12-17,6808.02,6868.5,6508.0,6550.22,29579,12601,0
2019-12-18,6550.22,7162.75,6361.24,7063.68,41343,12601,0
2019-12-19,7063.68,7386.1,6936.81,7087.0,36562,12601,0
2019-12-20,7087.0,7152.0,7009.61,7129.01,19468,12601,0
2019-12-23,7342.0,7627.98,7222.83,7250.39,26651,12601,0
2019-12-24,7250.39,7362.37,7142.59,7207.34,19820,12601,0
2019-12-26,7122.16,7364.0,7104.28,7118.28,17763,12601,0
2019-12-27,7118.28,7188.19,6989.0,7151.3,22368,12601,0
2019-12-30,7323.86,7356.87,7136.0,7176.47,16205,12601,0
2019-12-31,7177.48,7237.0,7098.1,7125.13,11383,12601,0
2020-01-02,7036.61,7090.33,6837.0,6892.91,11382,12601,0
2020-01-03,6892.91,7337.0,6790.28,7201.02,29319,12601,0
2020-01-06,7298.76,7551.87,7247.0,7509.95,22399,12601,0
2020-01-07,7509.95,8128.97,7508.18,7957.05,38532,12601,0
2020-01-08,7957.05,8398.48,7809.09,7941.61,51167,12601,0
2020-01-09,7943.79,8045.0,7674.97,7719.92,37291,12601,0
2020-01-10,7717.64,8068.67,7602.75,7978.21,41457,12601,0
2020-01-13,8028.63,8132.0,7976.0,8064.51,21725,12601,0
2020-01-14,8064.51,8797.89,8037.1,8675.75,48019,12601,0
2020-01-15,8675.75,8838.0,8487.77,8756.55,48944,12601,0
2020-01-16,8756.55,8802.0,8511.61,8615.59,42474,12601,0
2020-01-17,8615.59,8947.02,8598.0,8837.29,39478,12601,0
2020-01-20,8654.79,8679.33,8408.0,8607.7,30165,12601,0
2020-01-21,8607.7,8714.0,8414.16,8650.94,25826,12601,0
2020-01-22,8650.94,8726.9,8502.0,8575.0,24348,12601,0
2020-01-23,8575.0,8604.0,8215.0,8317.74,33306,12600,0
2020-01-24,8317.74,8446.05,8149.9,8424.91,31331,12601,0
2020-01-27,8514.78,8937.0,8467.13,8884.05,37442,12601,0
2020-01-28,8884.05,9117.24,8809.47,8973.6,37039,12601,0
2020-01-29,8973.59,9378.3,8964.4,9290.55,33868,12601,0
2020-01-30,9290.55,9507.0,9114.77,9482.02,40995,12601,0
2020-01-31,9482.02,9497.6,9129.69,9276.02,34451,12601,0
2020-02-03,9374.62,9546.6,9148.07,9208.05,39061,12601,0
2020-02-04,9208.08,9281.82,9012.0,9069.44,27681,12601,0
2020-02-05,9069.44,9699.16,9063.13,9623.6,28173,12601,0
2020-02-06,9623.6,9793.0,9458.0,9669.21,42482,12601,0
2020-02-07,9669.2,9806.7,9575.58,9680.46,41618,12601,0
2020-02-10,10011.87,10136.76,9668.2,9798.43,32777,12601,0
2020-02-11,9798.47,10315.0,9643.94,10173.37,33187,12601,0
2020-02-12,10173.37,10421.6,10151.77,10323.8,38893,12601,0
2020-02-13,10324.58,10436.01,10005.0,10110.48,56087,12601,0
2020-02-14,10110.48,10327.87,10033.23,10282.45,45880,12601,0
2020-02-17,9702.84,9938.86,9404.57,9577.01,64923,12601,0
2020-02-18,9578.83,10217.71,9538.01,10090.41,48868,12601,0
2020-02-19,10091.59,10235.86,9249.0,9557.73,34594,12601,0
2020-02-20,9557.73,9640.66,9333.91,9541.68,46817,12601,0
2020-02-21,9542.82,9706.5,9499.6,9604.43,40496,12601,0
2020-02-24,9816.3,9960.74,9417.0,9532.52,52451,12601,0
2020-02-25,9532.54,9617.87,9171.1,9318.13,45326,12601,0
2020-02-26,9314.98,9355.64,8563.0,8677.56,53890,12601,0
2020-02-27,8677.56,8902.76,8457.0,8687.93,54874,12601,0
2020-02-28,8687.93,8834.44,8364.57,8605.18,75172,12601,0
2020-03-02,8443.55,8890.1,8419.53,8878.21,64393,12601,0
2020-03-03,8878.31,8916.0,8594.88,8666.11,42064,12601,0
2020-03-04,8666.11,8782.51,8600.27,8663.87,38322,12601,0
2020-03-05,8663.87,9102.43,8661.14,9048.26,53882,12601,0
2020-03-06,9048.36,9124.55,8930.42,9069.16,51838,12601,0
2020-03-09,8190.5,8214.34,7573.0,7766.32,75541,12601,0
2020-03-10,7766.43,8089.93,7670.99,7901.32,52549,12601,0
2020-03-11,7901.21,7952.85,7528.99,7741.99,58987,12601,0
2020-03-12,7741.99,7920.61,5502.44,5720.12,64843,12601,0
2020-03-13,5722.15,5927.02,3787.03,5361.03,73490,12601,0
2020-03-16,5855.53,5855.75,4372.87,4909.16,67851,12601,0
2020-03-17,4909.16,5499.88,4797.81,5390.64,61189,12601,0
2020-03-18,5390.64,5417.37,4950.02,5308.26,56623,12601,0
2020-03-19,5308.58,6319.11,5203.38,6194.95,52030,12601,0
2020-03-20,6194.95,6875.97,5607.0,5913.61,50070,12601,0
2020-03-23,5994.3,6557.0,5623.34,6398.86,38507,12601,0
2020-03-24,6399.36,6793.33,6307.97,6651.15,31557,12601,0
2020-03-25,6651.15,6915.48,6394.18,6536.95,28147,12601,0
2020-03-26,6537.3,6728.41,6467.03,6670.27,21918,12601,0
2020-03-27,6670.28,6807.0,6519.27,6615.89,20530,12601,0
2020-03-30,5880.84,6457.0,5793.0,6411.37,20739,12601,0
2020-03-31,6411.38,6567.0,6272.32,6413.12,22054,12601,0
2020-04-01,6409.76,6433.88,6084.01,6283.34,17910,12601,0
2020-04-02,6283.34,7168.87,6282.4,6678.11,25962,12601,0
2020-04-03,6674.26,6982.16,6547.01,6639.83,32433,12601,0
2020-04-06,6692.12,7258.46,6662.9,7163.57,36835,12601,0
2020-04-07,7161.55,7403.01,7014.0,7050.37,38558,12601,0
2020-04-08,7050.37,7359.54,7018.85,7253.61,33020,12601,0
2020-04-09,7262.3,7335.32,7044.38,7235.78,36351,12601,0
2020-04-10,7235.87,7259.97,6687.15,6851.93,35340,12601,0
2020-04-13,7056.97,7085.73,6501.61,6762.62,32665,12601,0
2020-04-14,6762.62,6926.06,6704.49,6807.27,32175,12601,0
2020-04-15,6807.39,6873.4,6622.69,6682.41,28846,12601,0
2020-04-16,6682.41,7075.44,6409.67,6991.82,40986,12601,0
2020-04-17,6993.01,7148.15,6932.0,6987.91,34723,12601,0
2020-04-20,7078.34,7153.72,6692.05,6800.74,30090,12601,0
2020-04-21,6804.82,6880.16,6711.48,6826.29,24581,12601,0
2020-04-22,6827.28,7102.9,6757.91,7052.97,21134,12601,0
2020-04-23,7054.38,7687.0,6968.07,7473.36,31663,12600,0
2020-04-24,7473.36,7554.32,7325.29,7465.75,28347,12600,0
2020-04-27,7588.15,7739.63,7528.99,7642.99,27645,12601,0
2020-04-28,7643.09,7727.75,7591.71,7672.88,27837,12600,0
2020-04-29,7672.79,8905.06,7654.82,8866.13,53242,12600,0
2020-04-30,8866.13,9402.8,8344.0,8760.08,110316,12600,0
2020-05-01,8760.06,9006.36,8519.88,8670.27,89141,12600,0
2020-05-04,8779.59,8899.56,8465.42,8855.22,84919,12600,0
2020-05-05,8855.22,9056.3,8697.0,8862.38,85221,12600,0
2020-05-06,8862.38,9308.0,8831.43,9159.65,97878,18000,0
2020-05-07,9159.65,9882.03,8953.15,9714.0,110851,18000,0
2020-05-08,9714.0,9980.98,9639.0,9914.2,89092,18000,0
2020-05-11,8583.57,9116.0,8118.0,8570.98,104741,12600,0
2020-05-12,8570.99,8919.08,8405.88,8754.13,61278,12600,0
2020-05-13,8754.13,9277.31,8662.15,9232.62,54302,12600,0
2020-05-14,9232.62,9878.92,9191.86,9590.22,58902,12600,0
2020-05-15,9590.22,9787.0,9049.0,9160.05,66122,12600,0
2020-05-18,9674.0,9895.0,9388.2,9611.9,73334,12600,0
2020-05-19,9611.9,9837.0,9392.0,9620.58,53787,12600,0
2020-05-20,9620.58,9772.8,9218.68,9524.25,45182,12600,0
2020-05-21,9524.25,9524.25,8737.0,8988.91,65985,12600,0
2020-05-22,8988.48,9201.21,8857.0,9128.83,53366,12600,0
2020-05-25,8938.0,9016.06,8567.01,8851.41,56443,12600,0
2020-05-26,8851.41,8949.0,8627.0,8794.39,59401,12600,0
2020-05-27,8794.39,9165.19,8738.06,9098.7,54574,12600,0
2020-05-28,9098.7,9476.89,8989.96,9382.54,51453,12600,0
2020-05-29,9382.54,9557.0,9261.01,9350.08,62793,12600,0
2020-06-01,9437.21,9631.05,9310.96,9615.73,45055,12600,0
2020-06-02,9615.73,10344.28,9138.32,9453.2,56937,12600,0
2020-06-03,9456.27,9580.34,9317.99,9517.46,43876,12600,0
2020-06-04,9517.46,9834.0,9367.0,9722.32,47043,12600,0
2020-06-05,9718.77,9794.97,9529.74,9639.91,54426,12600,0
2020-06-08,9666.74,9741.75,9582.0,9638.85,38556,12600,0
2020-06-09,9638.85,9833.99,9500.0,9684.0,40701,12600,0
2020-06-10,9684.0,9942.85,9566.27,9802.36,41253,12600,0
2020-06-11,9802.36,9908.2,9015.91,9275.02,50100,12600,0
2020-06-12,9275.1,9485.87,9166.32,9394.37,36533,12600,0
2020-06-15,9317.01,9422.36,8837.0,9417.76,48034,12600,0
2020-06-16,9417.76,9529.32,9312.36,9428.79,40404,12601,0
2020-06-17,9428.79,9501.82,9167.2,9305.3,31683,12600,0
2020-06-18,9305.3,9412.01,9225.94,9275.36,37069,12600,0
2020-06-19,9275.36,9365.55,9164.37,9245.12,35379,12600,0
